#a,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Fun._2,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022.0,051  ,2411 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,2    ,1     ,71993.0,0.0,71993.0,0.0
2022.0,051  ,2411 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,051  ,2411 ,12003  ,SUELDOS DEL GRUPO C1,,2    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,051  ,2411 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,28074.0,0.0,28074.0,0.0
2022.0,051  ,2411 ,12005  ,SUELDOS DEL GRUPO E,,2    ,1     ,8577.0,0.0,8577.0,0.0
2022.0,051  ,2411 ,12006  ,TRIENIOS,,2    ,1     ,10611.0,0.0,10611.0,0.0
2022.0,051  ,2411 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,25808.0,0.0,25808.0,0.0
2022.0,051  ,2411 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,63287.0,0.0,63287.0,0.0
2022.0,051  ,2411 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,143209.0,0.0,143209.0,0.0
2022.0,051  ,2411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,110081.0,0.0,110081.0,0.0
2022.0,051  ,2412 ,12001  ,SUELDOS DEL GRUPO A2,051,2412 ,12001 ,247965.0,0.0,247965.0,0.0
2022.0,051  ,2412 ,12006  ,TRIENIOS,051,2412 ,12006 ,41969.0,0.0,41969.0,0.0
2022.0,051  ,2412 ,12100  ,COMPLEMENTO DE DESTINO,051,2412 ,12100 ,100086.0,0.0,100086.0,0.0
2022.0,051  ,2412 ,12101  ,COMPLEMENTO ESPECÍFICO,051,2412 ,12101 ,205749.0,0.0,205749.0,0.0
2022.0,051  ,2412 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,051,2412 ,13000 ,157014.0,0.0,157014.0,0.0
2022.0,051  ,2412 ,16000  ,CUOTAS SEGURIDAD SOCIAL,051,2412 ,16000 ,243154.0,0.0,243154.0,0.0
2022.0,051  ,2412 ,206    ,ALQUILER EQUIPOS PROCESO INFORMACIÓN,051,2412 ,206   ,20000.0,0.0,20000.0,0.0
2022.0,051  ,2412 ,22199  ,SUMINISTROS DIVERSOS-FORMACIÓN Y OCUPACIÓN,051,2412 ,22199 ,28000.0,4400.0,32400.0,0.0
2022.0,051  ,2412 ,221991 ,SUMINISTROS DIVERSOS OCUPACIÓN,051,2412 ,221991,25000.0,4600.0,29600.0,0.0
2022.0,051  ,2412 ,224    ,SEGUROS,051,24   ,22    ,4500.0,0.0,4500.0,0.0
2022.0,051  ,2412 ,226021 ,PUBLICIDAD Y DIFUSIÓN FORMACIÓN,051,2412 ,226021,8000.0,2000.0,10000.0,0.0
2022.0,051  ,2412 ,226022 ,PUBLICIDAD Y DIFUSIÓN OCUPACIÓN,051,2412 ,226022,10000.0,0.0,10000.0,0.0
2022.0,051  ,2412 ,22699  ,GASTOS VARIOS-FORMACIÓN Y OCUPACIÓN,051,24   ,22    ,2000.0,0.0,2000.0,0.0
2022.0,051  ,2412 ,226992 ,GASTOS VARIOS-OCUPACIÓN,051,24   ,22    ,2000.0,0.0,2000.0,0.0
2022.0,051  ,2412 ,22799  ,CONTR PREST SERVICIOS-FORMACIÓN Y OCUPACIÓN,051,2412 ,22799 ,123500.0,18000.0,141500.0,0.0
2022.0,021  ,150  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1    ,1     ,167967.0,0.0,167967.0,0.0
2022.0,021  ,150  ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,65572.0,0.0,65572.0,0.0
2022.0,021  ,150  ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,33122.0,0.0,33122.0,0.0
2022.0,021  ,150  ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,65506.0,0.0,65506.0,0.0
2022.0,021  ,150  ,12006  ,TRIENIOS,,1    ,1     ,31111.0,0.0,31111.0,0.0
2022.0,021  ,150  ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,77527.0,0.0,77527.0,0.0
2022.0,021  ,150  ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,190772.0,0.0,190772.0,0.0
2022.0,021  ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,156294.0,0.0,156294.0,0.0
2022.0,021  ,150  ,22699  ,GASTOS DIVERSOS,021,15   ,22    ,2500.0,0.0,2500.0,0.0
2022.0,021  ,150  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,021,15   ,22    ,50000.0,0.0,50000.0,0.0
2022.0,021  ,150  ,489    ,CUOTAS-APORTACIONES DIVERSAS,021,15   ,48    ,11000.0,0.0,11000.0,0.0
2022.0,021  ,150  ,609    ,INV NUEVA EN INSTALACIONES,021,150  ,609   ,50000.0,0.0,50000.0,0.0
2022.0,021  ,150  ,639    ,INV DE MEJORA EN INSTALACIONES,021,150  ,639   ,50000.0,0.0,50000.0,0.0
2022.0,021  ,150  ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",021,150  ,640   ,200000.0,0.0,200000.0,0.0
2022.0,021  ,151  ,464    ,APORTACIÓN CONVENIO DISCIPLINA URBANÍSTICA AMB,021,151  ,464   ,11103.0,0.0,11103.0,0.0
2022.0,021  ,1511 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,49179.0,0.0,49179.0,0.0
2022.0,021  ,1511 ,12006  ,TRIENIOS,,1    ,1     ,13168.0,0.0,13168.0,0.0
2022.0,021  ,1511 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,27345.0,0.0,27345.0,0.0
2022.0,021  ,1511 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,86344.0,0.0,86344.0,0.0
2022.0,021  ,1511 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,38522.0,0.0,38522.0,0.0
2022.0,021  ,1512 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,98488.0,0.0,98488.0,0.0
2022.0,012  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",012,92   ,22    ,45000.0,0.0,45000.0,0.0
2022.0,012  ,931  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,61474.0,0.0,61474.0,0.0
2022.0,012  ,931  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,012  ,931  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,22081.0,0.0,22081.0,0.0
2022.0,012  ,931  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,56148.0,0.0,56148.0,0.0
2022.0,012  ,931  ,12006  ,TRIENIOS,,9    ,1     ,17176.0,0.0,17176.0,0.0
2022.0,012  ,931  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,77113.0,0.0,77113.0,0.0
2022.0,012  ,931  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,221747.0,0.0,221747.0,0.0
2022.0,012  ,931  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,119100.0,0.0,119100.0,0.0
2022.0,012  ,932  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,65572.0,0.0,65572.0,0.0
2022.0,012  ,932  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,012  ,932  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,55202.0,0.0,55202.0,0.0
2022.0,012  ,932  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,56148.0,0.0,56148.0,0.0
2022.0,012  ,932  ,12006  ,TRIENIOS,,9    ,1     ,48880.0,0.0,48880.0,0.0
2022.0,012  ,932  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,92025.0,0.0,92025.0,0.0
2022.0,012  ,932  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,205647.0,0.0,205647.0,0.0
2022.0,012  ,932  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,150068.0,0.0,150068.0,0.0
2022.0,012  ,934  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,012  ,934  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,012  ,934  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,18716.0,0.0,18716.0,0.0
2022.0,012  ,9204 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9    ,1     ,39164.0,0.0,39164.0,0.0
2022.0,012  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,154047.0,0.0,154047.0,0.0
2022.0,012  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,,9    ,1     ,140000.0,0.0,140000.0,0.0
2022.0,012  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,9    ,1     ,65000.0,0.0,65000.0,0.0
2022.0,012  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,49179.0,0.0,49179.0,0.0
2022.0,012  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,22081.0,0.0,22081.0,0.0
2022.0,012  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,37432.0,0.0,37432.0,0.0
2022.0,012  ,9205 ,12006  ,TRIENIOS,,9    ,1     ,22256.0,0.0,22256.0,0.0
2022.0,012  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,51882.0,0.0,51882.0,0.0
2022.0,012  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,123379.0,0.0,123379.0,0.0
2022.0,012  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,82903.0,0.0,82903.0,0.0
2022.0,012  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,49179.0,0.0,49179.0,0.0
2022.0,012  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,28831.0,0.0,28831.0,0.0
2022.0,012  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,55202.0,0.0,55202.0,0.0
2022.0,012  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,37432.0,0.0,37432.0,0.0
2022.0,012  ,9206 ,12006  ,TRIENIOS,,9    ,1     ,32613.0,0.0,32613.0,0.0
2022.0,012  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,75681.0,0.0,75681.0,0.0
2022.0,012  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,171731.0,0.0,171731.0,0.0
2022.0,012  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,172804.0,0.0,172804.0,0.0
2022.0,012  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,174221.0,0.0,174221.0,0.0
2022.0,012  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,42622.0,0.0,42622.0,0.0
2022.0,012  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,,9    ,1     ,553470.0,0.0,553470.0,0.0
2022.0,012  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,100906.0,0.0,100906.0,0.0
2022.0,012  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,44162.0,0.0,44162.0,0.0
2022.0,012  ,934  ,12006  ,TRIENIOS,,9    ,1     ,11906.0,0.0,11906.0,0.0
2022.0,012  ,934  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,25227.0,0.0,25227.0,0.0
2022.0,012  ,934  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,53683.0,0.0,53683.0,0.0
2022.0,012  ,934  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,24855.0,0.0,24855.0,0.0
2022.0,012  ,934  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,43617.0,0.0,43617.0,0.0
2022.0,012  ,934  ,22708  ,GASTOS RECAUDACIÓN ORGT,012,934  ,22708 ,420000.0,0.0,420000.0,0.0
2022.0,012  ,942  ,464    ,ÁREA METROPOLITANA DE BARCELONA,012,942  ,464   ,1526168.0,0.0,1526168.0,0.0
2022.0,012  ,943  ,466    ,APORT. COMUNIDAD MUNICIPIOS PLANA GALET,012,943  ,466   ,20000.0,0.0,20000.0,0.0
2022.0,013  ,132  ,204    ,ALQUILERES MATERIALES Y EQUIPOS,013,13   ,20    ,150000.0,0.0,150000.0,0.0
2022.0,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUDADANA,013,13   ,21    ,53292.0,0.0,53292.0,0.0
2022.0,013  ,132  ,214    ,POLICÍA LOCAL-VEHÍCULOS,013,13   ,21    ,20000.0,0.0,20000.0,0.0
2022.0,013  ,132  ,22100  ,SUBM. ENERGÍA ELÉCTRICA SEGURIDAD CIUDADANA,013,13   ,22    ,32740.0,0.0,32740.0,0.0
2022.0,013  ,132  ,22101  ,CONSUMO AGUA SEG CIUDADANA,013,13   ,22    ,3689.0,0.0,3689.0,0.0
2022.0,013  ,132  ,22102  ,CONSUMO GAS SEGURIDAD CIUDADANA,013,13   ,22    ,7090.0,0.0,7090.0,0.0
2022.0,013  ,132  ,22103  ,POLICÍA LOCA-COMBUSTIBLE,013,13   ,22    ,77061.0,0.0,77061.0,0.0
2022.0,013  ,132  ,22104  ,VESTUARIO Y EQUIPO POLICÍA LOCAL,013,13   ,22    ,150000.0,0.0,150000.0,0.0
2022.0,013  ,132  ,22199  ,"POLICÍA LOCAL, SUM. DIVERSOS",013,13   ,22    ,20000.0,0.0,20000.0,0.0
2022.0,013  ,132  ,224    ,POLICÍA LOCAL-SEGUROS,013,13   ,22    ,10000.0,0.0,10000.0,0.0
2022.0,013  ,132  ,22602  ,PUBLICIDAD Y PROPAGANDA-SEG. CIUDADANA,013,13   ,22    ,1100.0,0.0,1100.0,0.0
2022.0,013  ,132  ,22699  ,GASTOS DIVERSOS-POLICÍA LOCAL,013,13   ,22    ,19000.0,0.0,19000.0,0.0
2022.0,013  ,132  ,22799  ,CONTR PREST SERVICIOS SEG CIUTADANA,013,13   ,22    ,320000.0,0.0,320000.0,0.0
2022.0,013  ,132  ,23020  ,POLICÍA LOCAL-DIETAS,013,13   ,23    ,4228.0,0.0,4228.0,0.0
2022.0,013  ,132  ,23120  ,POLICÍA LOCAL-TRASLADOS,013,13   ,23    ,4228.0,0.0,4228.0,0.0
2022.0,013  ,132  ,481    ,FORMACIÓN Y BECAS,013,13   ,48    ,10000.0,0.0,10000.0,0.0
2022.0,013  ,1320 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,8197.0,0.0,8197.0,0.0
2022.0,012  ,9207 ,12006  ,TRIENIOS,,9    ,1     ,40354.0,0.0,40354.0,0.0
2022.0,012  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,95498.0,0.0,95498.0,0.0
2022.0,012  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,235372.0,0.0,235372.0,0.0
2022.0,012  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,130439.0,0.0,130439.0,0.0
2022.0,012  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,180289.0,0.0,180289.0,0.0
2022.0,012  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,012  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,18716.0,0.0,18716.0,0.0
2022.0,012  ,9208 ,12006  ,TRIENIOS,,9    ,1     ,10333.0,0.0,10333.0,0.0
2022.0,012  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,15010.0,0.0,15010.0,0.0
2022.0,012  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,34094.0,0.0,34094.0,0.0
2022.0,012  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,67314.0,0.0,67314.0,0.0
2022.0,012  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,45378.0,0.0,45378.0,0.0
2022.0,012  ,9209 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,012  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,012  ,9209 ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,34306.0,0.0,34306.0,0.0
2022.0,012  ,9209 ,12006  ,TRIENIOS,,9    ,1     ,9450.0,0.0,9450.0,0.0
2022.0,012  ,9209 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9    ,1     ,7172.0,0.0,7172.0,0.0
2022.0,012  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,26642.0,0.0,26642.0,0.0
2022.0,012  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,77568.0,0.0,77568.0,0.0
2022.0,012  ,9209 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,12830.0,0.0,12830.0,0.0
2022.0,012  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,265340.0,0.0,265340.0,0.0
2022.0,012  ,9209 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9    ,1     ,20725.0,0.0,20725.0,0.0
2022.0,012  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,145727.0,0.0,145727.0,0.0
2022.0,012  ,922  ,466    ,TRANSF FMC,012,922  ,466   ,13000.0,0.0,13000.0,0.0
2022.0,013  ,1320 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,013  ,1320 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,1062087.0,0.0,1062087.0,0.0
2022.0,013  ,1320 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,61544.0,0.0,61544.0,0.0
2022.0,013  ,1320 ,12006  ,TRIENIOS,,1    ,1     ,224458.0,0.0,224458.0,0.0
2022.0,013  ,1320 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,567106.0,0.0,567106.0,0.0
2022.0,013  ,1320 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,2033119.0,0.0,2033119.0,0.0
2022.0,013  ,1320 ,121031 ,OTROS COMPLEMENTOS,,1    ,1     ,280171.0,0.0,280171.0,0.0
2022.0,013  ,1320 ,124    ,RETRIBUCIONES FUNC PRÁCTICAS,,1    ,1     ,512341.0,0.0,512341.0,0.0
2022.0,013  ,1320 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,246806.0,0.0,246806.0,0.0
2022.0,013  ,1320 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,6017.0,0.0,6017.0,0.0
2022.0,013  ,1320 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,1    ,1     ,21838.0,0.0,21838.0,0.0
2022.0,013  ,1320 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,1    ,1     ,2300.0,0.0,2300.0,0.0
2022.0,013  ,1320 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,1    ,1     ,18018.0,0.0,18018.0,0.0
2022.0,013  ,1320 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1    ,1     ,149516.0,0.0,149516.0,0.0
2022.0,013  ,1320 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,1709715.0,0.0,1709715.0,0.0
2022.0,014  ,150  ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,014  ,440  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,014  ,440  ,12006  ,TRIENIOS,,4    ,1     ,3155.0,0.0,3155.0,0.0
2022.0,014  ,440  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,6876.0,0.0,6876.0,0.0
2022.0,014  ,440  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,21184.0,0.0,21184.0,0.0
2022.0,014  ,440  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4    ,1     ,11796.0,0.0,11796.0,0.0
2022.0,014  ,4411 ,22602  ,PUBLICIDAD-DIFUSIÓN TRANSPORTE,014,44   ,22    ,2500.0,0.0,2500.0,0.0
2022.0,014  ,4411 ,22701  ,PRESTACIÓN DE SERVICIOS MOBILIDAD,014,4411 ,22701 ,29200.0,0.0,29200.0,0.0
2022.0,014  ,4411 ,22702  ,GASTOS MOVILIDAD PLAYA,014,44   ,22    ,49750.0,0.0,49750.0,0.0
2022.0,012  ,922  ,4661   ,TRANSF ASOCIACIÓN CATALANA DE MUNICIPIOS,012,922  ,4661  ,9904.0,0.0,9904.0,0.0
2022.0,012  ,922  ,4662   ,TRANSF FEMP CUOTA RED EELL ODS,012,922  ,4662  ,4000.0,0.0,4000.0,0.0
2022.0,012  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,012  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,012  ,9231 ,12006  ,TRIENIOS,,9    ,1     ,6585.0,0.0,6585.0,0.0
2022.0,012  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,10241.0,0.0,10241.0,0.0
2022.0,012  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,26243.0,0.0,26243.0,0.0
2022.0,012  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,17677.0,0.0,17677.0,0.0
2022.0,012  ,924  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,012  ,924  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,012  ,924  ,12006  ,TRIENIOS,,9    ,1     ,5432.0,0.0,5432.0,0.0
2022.0,012  ,924  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,15289.0,0.0,15289.0,0.0
2022.0,012  ,924  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,38418.0,0.0,38418.0,0.0
2022.0,012  ,924  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,23869.0,0.0,23869.0,0.0
2022.0,012  ,924  ,22705  ,GASTOS ELECCIONES,012,92   ,22    ,30000.0,0.0,30000.0,0.0
2022.0,012  ,924  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PARTICIPACIÓN,012,92   ,22    ,35000.0,0.0,35000.0,0.0
2022.0,012  ,925  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,10812.0,0.0,10812.0,0.0
2022.0,012  ,925  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,102938.0,0.0,102938.0,0.0
2022.0,012  ,925  ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,17153.0,0.0,17153.0,0.0
2022.0,012  ,925  ,12006  ,TRIENIOS,,9    ,1     ,24009.0,0.0,24009.0,0.0
2022.0,012  ,925  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,60755.0,0.0,60755.0,0.0
2022.0,012  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,185451.0,0.0,185451.0,0.0
2022.0,012  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,77225.0,0.0,77225.0,0.0
2022.0,012  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,132074.0,0.0,132074.0,0.0
2022.0,014  ,4411 ,464    ,TRANSF TRANSPORTE URBANO,014,44   ,46    ,339000.0,0.0,339000.0,0.0
2022.0,014  ,4411 ,4641   ,TRANSFERENCIAS CORRIENTES CON - TARJETA ROSA,014,44   ,46    ,50000.0,0.0,50000.0,0.0
2022.0,014  ,4411 ,489    ,CUOTA-APORTACIONES DIVERSAS,014,44   ,48    ,1200.0,0.0,1200.0,0.0
2022.0,014  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,62162.0,0.0,62162.0,0.0
2022.0,014  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,16169.0,0.0,16169.0,0.0
2022.0,014  ,9201 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,57805.0,0.0,57805.0,0.0
2022.0,014  ,9201 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,014  ,9201 ,12006  ,TRIENIOS,,9    ,1     ,10029.0,0.0,10029.0,0.0
2022.0,014  ,9201 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,13885.0,0.0,13885.0,0.0
2022.0,014  ,9201 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,34072.0,0.0,34072.0,0.0
2022.0,014  ,9201 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,35810.0,0.0,35810.0,0.0
2022.0,014  ,9201 ,226012 ,ATENCIONES HERMANAMIENTOS,014,92   ,22    ,15000.0,0.0,15000.0,0.0
2022.0,021  ,134  ,619    ,INV MEJORA PROYECTOS PARTICIPATIVOS INFRAEST Y BIENES USO,021,134  ,619   ,200000.0,0.0,200000.0,0.0
2022.0,072  ,326  ,48903  ,TRANSF ACTIVIDADES OCIO SOCIOEDUCATIVO,072,32   ,48    ,135000.0,0.0,135000.0,0.0
2022.0,072  ,327  ,22799  ,CONTR PREST SERVICIOS COOPERACIÓN,072,32   ,22    ,30000.0,0.0,30000.0,0.0
2022.0,072  ,327  ,48901  ,TRANSF CORRIENTES PROGRAMAS COOPERACIÓN,072,32   ,48    ,55000.0,0.0,55000.0,0.0
2022.0,072  ,327  ,48902  ,TRANSF CORRIENTES EDUCACIÓN PARA EL DESARROLLO,072,32   ,48    ,10000.0,0.0,10000.0,0.0
2022.0,072  ,327  ,48905  ,"TRANS CORRIENTES ""FONS CATALÀ DE COOPERACIÓ""",072,327  ,48905 ,34000.0,0.0,34000.0,0.0
2022.0,072  ,327  ,48909  ,TRANSF CORRIENTES AYUDA HUMANITARIA,072,32   ,48    ,10000.0,0.0,10000.0,0.0
2022.0,072  ,327  ,48910  ,TRANSF CORRIENTE UNIVERSIDAD BARCELONA-FUNDACIÓN,072,327  ,48910 ,6000.0,0.0,6000.0,0.0
