#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,m,Obligaciones reconegudes
2023,043  ,334  ,226991 ,DESP DIVERSES ACTIVITATS D'ESTIU                  ,043,33   ,22    ,4000,0,,0
2023,043  ,334  ,226992 ,DESP DIVERSES ACTIVITATS JUVENILS                 ,043,33   ,22    ,7830,0,,60
2023,043  ,334  ,22799  ,PLA JOVE                                          ,043,33   ,22    ,327050,27807,,82307.46
2023,043  ,334  ,227991 ,PROJECTE JOVES I MEDI OBERT                       ,043,33   ,22    ,197500,20776.16,,20776.16
2023,043  ,334  ,465    ,TRANSF CONVENI ASS. MOBILITAT INTERN. JOVES       ,043,334  ,465   ,1063,675.98,,0
2023,043  ,334  ,48905  ,TRANSF CORRENTS AGRUPACIÓ CONXITA BUSQUETS        ,043,334  ,48905 ,10900,4080,,0
2023,043  ,334  ,48906  ,TRANSF CORRENTS CE EL GLOBUS                      ,043,334  ,48906 ,27500,31000,,0
2023,043  ,334  ,48907  ,TRANSF CORRENTS GRUP INFANTIL SANT COSME          ,043,334  ,48907 ,22000,8800,,0
2023,043  ,334  ,48908  ,TRANSF CORRENTS AE ANTON VILA                     ,043,334  ,48908 ,3100,1240,,0
2023,043  ,334  ,48910  ,TRANSF CORRENTS SANT PERE I SANT PAU              ,043,334  ,48910 ,3100,1240,,0
2023,043  ,334  ,48911  ,TRANSF CORRENTS IMAGINARIUM                       ,043,334  ,48911 ,1800,480,,0
2023,043  ,334  ,48912  ,TRANSF CORRENTS SUBVENCIONS PROJECTES JUVENILS    ,043,334  ,48912 ,3400,799.6,,0
2023,043  ,334  ,48913  ,BEQUES JOVES ESTUDIANTS FORMACIÓ GRAU SUPERIOR    ,043,334  ,48913 ,18000,14600,,13122.19
2023,051  ,241  ,22100  ,ELECTRICITAT CPE                                  ,051,24   ,22    ,75459,2177.88,,13598.7
2023,072  ,2316 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,9302,0,,2714.7
2023,072  ,2316 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,76562,0,,16661.1
2023,072  ,2316 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,32275,0,,6102.9
2023,072  ,2316 ,227994 ,PRESTACIÓ SERVEIS SIAD SAI                        ,072,23   ,22    ,160042,0,,0
2023,072  ,2316 ,227995 ,PRESTACIÓ SERVEIS ACTIVITATS EDUCATIVES           ,072,23   ,22    ,30000,0,,0
2023,072  ,2316 ,227996 ,PRESTACIÓ SERVEIS DINAMITZACIÓ COMUNITARIA        ,072,23   ,22    ,25000,0,,363
2023,072  ,2316 ,48901  ,TRANSF CORRENTS IGUALTAT I DRETS SOCIALS          ,072,2316 ,48901 ,7000,2000,,0
2023,072  ,2316 ,48915  ,TRANSF ASSOCIACIÓ ATOMICA                         ,072,2316 ,48915 ,3500,0,,0
2023,072  ,2317 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,60110,0,,13295.9
2023,072  ,2317 ,12006  ,TRIENNIS                                          ,,2    ,1     ,14821,0,,3283.17
2023,072  ,2317 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,26857,0,,5707.85
2023,072  ,2317 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,54645,0,,11611
2023,072  ,2317 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,37196,0,,8123.28
2023,072  ,2317 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,58287,0,,10052.34
2023,072  ,326  ,48901  ,TRANSF CORRENTS BEQUES MENJADOR ESCOLAR           ,072,32   ,48    ,170000,75482.6,,0
2023,072  ,326  ,48902  ,TRANSF CORRENTS ESCOLES BRESSOL                   ,072,32   ,48    ,120000,0,,0
2023,072  ,326  ,48903  ,TRANSF ACTIVITATS LLEURE SOCIOEDUCATIU            ,072,32   ,48    ,135000,0,,0
2023,072  ,327  ,48901  ,TRANSF CORRENTS PROGRAMES COOPERACIÓ              ,072,327  ,48901 ,30000,21998.96,,0
2023,072  ,327  ,48902  ,TRANSF CORRENTS EDUCACIÓ PEL DESENVOLUPAMENT      ,072,327  ,48902 ,10000,2755.2,,0
2023,072  ,327  ,48909  ,TRANSF CORRENTS AJUDA HUMANITÀRIA                 ,072,327  ,48909 ,10000,0,,0
2023,072  ,327  ,48910  ,TRANSF CORRENT UNIVERSITAT BARCELONA-FUNDACIÓ     ,072,327  ,48910 ,6000,2400,,2400
2023,072  ,338  ,48907  ,TRANSF CORRENTS EH! COOP SCCL                     ,072,338  ,48907 ,100000,40000,,0
2023,072  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,64653,0,,13854.12
2023,052  ,430  ,22799  ,CONTR PREST SERVEIS DINAMITZACIÓ COMERCIAL        ,052,43   ,22    ,55000,622.81,,3363.25
2023,061  ,3400 ,22699  ,DESP DIVERSES DIRECCIÓ D'ÀREA                     ,061,34   ,22    ,500,0,,0
2023,032  ,419  ,22799  ,PRESTACIÓ SERVEIS AGRIGULTURA                     ,032,41   ,22    ,50900,0,,0
2023,072  ,2314 ,227992 ,CONTR PREST SERVEIS COL·LECTIUS NECESSITATS ESPECI,072,23   ,22    ,48000,275,,3136.28
2023,051  ,241  ,212    ,CONSERV-REPARACIÓ EDIFICI CPE                     ,051,24   ,21    ,45527,41.69,,41.69
2023,051  ,2412 ,226022 ,PUBLICITAT I DIFUSIÓ  OCUPACIÓ                    ,051,2412 ,226022,2000,0,,0
2023,061  ,342  ,212    ,MANTENIMENT ALTRES INSTAL·LACIONS ESPORTIVES      ,061,34   ,21    ,62000,0.87,,0.87
2023,041  ,3231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,49900,0,,10267.22
2023,031  ,165  ,619    ,MILLORES ENLLUMENAT PÚBLIC                        ,031,165  ,619   ,0,10788.82,,0
2023,013  ,1320 ,121031 ,ALTRES COMPLEMENTS                                ,,1    ,1     ,280171,0,,96447.75
2023,013  ,1320 ,124    ,RETRIBUCIONS FUNC PRÀCTIQUES                      ,,1    ,1     ,457458,0,,150537.89
2023,013  ,1320 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,258239,0,,44855.83
2023,013  ,1320 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,6017,0,,586.32
2023,013  ,1320 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,1    ,1     ,21838,0,,6272.34
2023,013  ,1320 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,1    ,1     ,21269,0,,19682.28
2023,013  ,1320 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,149516,0,,30652.7
2023,013  ,1320 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,1647930,0,,274268.11
2023,014  ,133  ,4643   ,TRANSF CONVENI AMB -APP ZONA BLAVA                ,014,133  ,4643  ,14820,0,,0
2023,014  ,134  ,4642   ,TRANSF BICICLETA PUBLICA  AMB                     ,014,134  ,4642  ,184923,0,,0
2023,014  ,440  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,14993,0,,3341.94
2023,014  ,440  ,12006  ,TRIENNIS                                          ,,4    ,1     ,3744,0,,771.57
2023,014  ,440  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,7152,0,,1532.37
2023,014  ,440  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,22033,0,,4721.31
2023,014  ,440  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,12385,0,,2058.14
2023,014  ,4411 ,22702  ,DESPESES MOBILITAT PLATJA                         ,014,44   ,22    ,47760,0,,0
2023,014  ,4411 ,464    ,TRANSF TRANSPORT URBÀ                             ,014,4411 ,464   ,409000,0,,0
2023,014  ,4411 ,4641   ,TRANSFERÈNCIES CORRENTS AMB - TARGETA ROSA        ,014,4411 ,4641  ,50000,0,,0
2023,014  ,4411 ,46601  ,QUOTA MEMBRE ASSOC RED DE CIUDADES POR LA BICI    ,014,4411 ,46601 ,1200,0,,0
2023,014  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,64653,0,,13854.12
2023,014  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17560,0,,2971.54
2023,014  ,9201 ,226012 ,ATENCIONS AGERMANAMENTS                           ,014,92   ,22    ,14400,0,,2000
2023,014  ,9201 ,22699  ,DESP DIVERSES                                     ,014,92   ,22    ,10000,0,,0
2023,014  ,9201 ,22706  ,ESTUDIS I TREBALLS TECNICS                        ,014,92   ,22    ,60000,0,,0
2023,014  ,9201 ,22799  ,CONTRACTES PRESTACIÓ DE SERVEIS                   ,014,92   ,22    ,10000,0,,0
2023,051  ,241  ,22101  ,CONSUM AIGUA CPE                                  ,051,24   ,22    ,3800,0,,0
2023,051  ,241  ,22700  ,NETEJA CPE                                        ,051,24   ,22    ,154888,0,,12468.64
2023,051  ,2411 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,2    ,1     ,74878,0,,16045.17
2023,051  ,2411 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,14993,0,,3341.94
2023,051  ,2411 ,12003  ,SOUS DEL GRUP C1                                  ,,2    ,1     ,11483,0,,2509.23
2023,051  ,2411 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,29200,0,,6265.17
2023,051  ,2411 ,12005  ,SOUS DEL GRUP E                                   ,,2    ,1     ,8920,0,,1911.42
2023,051  ,2411 ,12006  ,TRIENNIS                                          ,,2    ,1     ,11996,0,,2564.5
2023,051  ,2411 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,27573,0,,6064.86
2023,051  ,2411 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,65823,0,,14270.87
2023,051  ,2411 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,149157,0,,32309.79
2023,051  ,2411 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,116569,0,,17069.36
2023,051  ,2412 ,12001  ,SOUS DEL GRUP A2                                  ,051,2412 ,12001 ,254876,41557,,62686.26
2023,051  ,2412 ,12006  ,TRIENNIS                                          ,051,2412 ,12006 ,43432,404.3,,9682.68
2023,051  ,2412 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,051,2412 ,12100 ,105140,13262,,24694.51
2023,051  ,2412 ,12101  ,COMPLEMENT ESPECÍFIC                              ,051,2412 ,12101 ,211305,20013.53,,48753.82
2023,051  ,2412 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL            ,051,2412 ,13000 ,163659,0,,35677.86
2023,051  ,2412 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,051,2412 ,16000 ,251036,22319.61,,34590.84
2023,051  ,2412 ,206    ,LLOGUER EQUIPS PROCÉS INFORMACIÓ                  ,051,2412 ,206   ,18000,7400,,0
2023,051  ,2412 ,22199  ,SUBMINISTRAMENTS DIVERSOS -FORMACIÓ I OCUPACIÓ    ,051,2412 ,22199 ,28000,35000,,0
2023,051  ,2412 ,221991 ,SUBMINISTRAMENTS DIVERSOS OCUPACIÓ                ,051,2412 ,221991,20000,1500,,0
2023,051  ,2412 ,224    ,ASSEGURANCES                                      ,051,24   ,22    ,4500,441.01,,1620.38
2023,051  ,2412 ,226021 ,PUBLICITAT I DIFUSIÓ  FORMACIÓ                    ,051,2412 ,226021,1000,2000,,0
2023,051  ,2412 ,22699  ,DESP VARIES -FORMACIÓ I OCUPACIÓ                  ,051,24   ,22    ,2000,0,,297.55
2023,072  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17560,0,,2971.54
2023,072  ,924  ,22100  ,ELECTRICITAT HORTS MUNICIPALS                     ,072,92   ,22    ,9769,242.94,,0
2023,072  ,924  ,22101  ,CONSUM AIGUA HORTS CIUTADANS                      ,072,92   ,22    ,23080,0,,0
2023,072  ,924  ,22699  ,DESP DIVERSES ACCIÓ COMUNITARIA                   ,072,92   ,22    ,10000,0,,239
2023,072  ,924  ,22799  ,CONTR PREST SERVEIS CIVISME I CONVIVÈNCIA         ,072,92   ,22    ,267100,726,,30449.24
2023,072  ,924  ,227992 ,CONTR PREST SERVEIS SUPORT TEIXIT ASSOCIATIU      ,072,92   ,22    ,102661,0,,0
2023,072  ,924  ,227993 ,CONTR PREST SERVEIS IMMIGRACIÓ                    ,072,92   ,22    ,45000,3557.64,,3837.04
2023,072  ,924  ,227994 ,MOSTRA D'ENTITATS                                 ,072,92   ,22    ,36000,0,,0
2023,072  ,924  ,227997 ,GESTIÓ HORTS MUNICIPALS                           ,072,92   ,22    ,110000,0,,0
2023,072  ,924  ,48901  ,TRANSF CORRENTS PROMOCIÓ CÍVICA                   ,072,924  ,48901 ,18000,8591.6,,0
2023,072  ,924  ,48903  ,TRANSF COR CENTRE INF TREBALLADORS ESTRANGERS (CIT,072,924  ,48903 ,8000,2000,,2000
2023,051  ,2414 ,1430   ,PLANS OCUPACIO SOC                                ,051,2414 ,1430  ,56021,770556.84,,224957.71
2023,072  ,2311 ,227998 ,CONTR SERVEIS ATENCIÓ A LES PERSONES SENSE LLAR   ,072,2311 ,227998,310000,0,,0
2023,043  ,3302 ,12006  ,TRIENNIS                                          ,,3    ,1     ,0,0,,121.32
2023,012  ,920  ,622    ,INVERSIÓ EDIFICIS I ALTRES                        ,012,920  ,622   ,50000,413509.8,,19456.22
2023,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                          ,012,161  ,740   ,50000,120000,,83092.94
2023,021  ,1532 ,619    ,INV MILLORA INFRAESTRUCT BÉNS ÚS GRAL(ESPAI PUBLIC,021,1532 ,619   ,0,7702372.12,,1356553.69
2023,021  ,15321,619    ,MILLORA DE L'ESPAI PUBLIC                         ,021,15321,619   ,0,715187.13,,19769.92
2023,012  ,9209 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,9734,0,,2088.39
2023,014  ,92011,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,60122,0,,12883.14
2023,014  ,92011,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,17050,0,,3864.93
2023,014  ,92011,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14993,0,,3306.01
2023,014  ,92011,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,9734,0,,2088.39
2023,014  ,92011,12006  ,TRIENNIS                                          ,,9    ,1     ,14187,0,,3166.65
2023,014  ,92011,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,23922,0,,5104.11
2023,014  ,92011,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,61362,0,,13089.18
2023,014  ,92011,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,52414,0,,8960.02
2023,021  ,133  ,742    ,TRANSF CAPITAL PRAT ESPAIS  - DIPOSIT VEHICLES    ,021,133  ,742   ,25000,0,,0
2023,021  ,150  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,175890,0,,37855.2
2023,021  ,150  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,68199,0,,11594.79
2023,021  ,150  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,32152,0,,5018.47
2023,021  ,150  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,60832,0,,12231.99
2023,021  ,150  ,12006  ,TRIENNIS                                          ,,1    ,1     ,31876,0,,6610.48
2023,021  ,150  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,78333,0,,13938.09
2023,021  ,150  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,206202,0,,38129.94
2023,021  ,150  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,158739,0,,22563.98
2023,021  ,150  ,22699  ,DESP DIVERSES                                     ,021,15   ,22    ,1000,0,,120
2023,021  ,150  ,46601  ,QUOTA MEMBRE ASSOC MUNICIPIS I ENTITATS PER L'AIGU,021,150  ,46601 ,2000,0,,1950.9
2023,021  ,150  ,49001  ,QUOTA MEMBRE AIRPORT REGIONS COUNCIL (ARC)        ,021,150  ,49001 ,9000,0,,8859.91
2023,021  ,150  ,619    ,INVERSIO EN PACIFICACIÓ VIA PUBLICA               ,021,150  ,619   ,100000,0,,3753.27
2023,021  ,150  ,639    ,INV DE MILLORA EN INSTAL LACIONS                  ,021,150  ,639   ,100000,218162.67,,28885.33
2023,021  ,150  ,640    ,"REDACCIÓ DE PROJECTES, ESTUDIS, DIRECCIONS OBRES  ",021,150  ,640   ,150000,128465.59,,31040.25
2023,021  ,150  ,6401   ,ACORD MARC REDACCIÓ DE PROJECTES                  ,021,150  ,6401  ,70000,0,,0
2023,021  ,151  ,464    ,APORTACIÓ CONVENI DISCIPLINA URBANÍSTICA AMB      ,021,151  ,464   ,11103,0,,0
2023,051  ,2412 ,22799  ,CONTR PREST SERVEIS -FORMACIÓ I OCUPACIÓ          ,051,2412 ,22799 ,123500,166725,,3751.2
2023,051  ,2412 ,227991 ,CONTR PREST SERVEIS OCUPACIÓ                      ,051,2412 ,227991,60000,90399,,6628.2
2023,051  ,2412 ,227992 ,CONTR PREST SERVEIS PROJECTES D'INSERCIÓ LABORAL  ,051,24   ,22    ,180000,0,,0
2023,051  ,2412 ,227994 ,CONTR PREST SERVEIS CLUB DE FEINA                 ,051,2412 ,227994,103000,0,,8583.33
2023,051  ,2412 ,48911  ,BEQUES ALUMNES PROGRAMES                          ,051,2412 ,48911 ,100,0,,0
2023,051  ,2413 ,1430   ,PLANS OCUPACIÓ                                    ,051,2413 ,1430  ,222453,0,,36660.3
2023,051  ,2413 ,1431   ,RETRIBUCIONS ALTRE PERSONAL                       ,051,2413 ,1431  ,251652,81886.49,,79113.92
2023,051  ,2413 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,051,2413 ,16000 ,190177,26679.11,,28771.18
2023,051  ,2413 ,227993 ,CONTR PREST SERVEIS ECONOMIA SOCIAL               ,051,2413 ,227993,60240,12789.7,,19142.2
2023,051  ,2413 ,48901  ,TR CORRENTS EMPRESA INSERCIO SAOPRAT SL           ,051,2413 ,48901 ,125000,50000,,0
2023,051  ,2413 ,48902  ,TR. CORRENTS FUNDACIO CASSIA JUST                 ,051,2413 ,48902 ,62000,24800,,0
2023,051  ,2413 ,48903  ,TR CORRENTS CPS FRANCESC PALAU                    ,051,2413 ,48903 ,63000,25200,,0
2023,051  ,2413 ,48904  ,TRANSF CORRENTS GATS (LABESOC)                    ,051,2413 ,48904 ,77000,30800,,0
2023,051  ,2413 ,48905  ,TR CORR FUNDACIO CATALANA DE L'ESPLAI             ,051,2413 ,48905 ,70000,28000,,0
2023,051  ,2413 ,48906  ,"TRANSF CORRENTS, AJUTS A LA CONTRACTACIÓ          ",051,2413 ,48906 ,225000,124141.1,,0
2023,051  ,2413 ,48912  ,TRANSF CORRENTS ECONOMIA SOCIAL I COOPERATIVA     ,051,2413 ,48912 ,102000,38095.04,,2430.01
2023,051  ,2413 ,48914  ,TRANSF CORRENTS FUNDACIÓ ESPERANZAH -LOCAL-       ,051,2413 ,48914 ,43560,17424,,17424
2023,051  ,2413 ,48915  ,TRANSF CORRENTS COOPERATIVA OBRERA DE VIVENDES    ,051,2413 ,48915 ,11000,4400,,0
2023,041  ,326  ,48912  ,TRANSF CORRENTS LLAR D'INFANTS DUMBO              ,041,326  ,48912 ,4028,0,,0
2023,032  ,2311 ,4894   ,LÍNIA AJUTS REHABILITACIO ENERGETICA FAMÍLIES VULN,032,2311 ,4894  ,1,0,,0
2023,041  ,326  ,227993 ,PREST SERV CIUTAT DELS INFANTS                    ,041,32   ,22    ,18000,0,,3064.5
2023,041  ,326  ,227995 ,PLA EDUCATIU D'ENTORN                             ,041,32   ,22    ,130969,18000,,29864.7
2023,041  ,326  ,227997 ,SUPORT FP I ESTUDIS POST-OBLIGATORIS              ,041,32   ,22    ,40151,0,,9969.06
2023,041  ,326  ,227999 ,PROJECTE D'IMPULS DE L'ANGLÈS                     ,041,32   ,22    ,313450,0,,0
2023,052  ,430  ,22602  ,PUBLICITAT I DIFUSIÓ                              ,052,43   ,22    ,0,3110.22,,3842.04
2023,013  ,132  ,224    ,POLICIA LOCAL-ASSEGURANCES                        ,013,13   ,22    ,9600,0,,0
2023,021  ,1532 ,6191   ,INV REPOSICIO PROJ PARTICIPATIUS INFRAEST I BENS U,021,1532 ,6191  ,0,799893.8,,171064.58
2023,021  ,333  ,622    ,INVERSIÓ NOVA EN EQUIPAMENTS I SERVEIS            ,021,333  ,622   ,0,245004.84,,0
2023,031  ,165  ,609    ,PLA DIRECTOR ENLLUMENAT PÚBLIC                    ,031,165  ,609   ,0,1175901.62,,159254.82
2023,031  ,1500 ,640    ,"REDACCIÓ DE PROJECTES, ESTUDIS I DIRECCIONS OBRA  ",031,1500 ,640   ,0,70768.74,,0
2023,031  ,323  ,619    ,INVERSIÓ DE MILLORA EN CENTRES EDUCATIUS          ,031,323  ,619   ,0,37642.4,,2406.69
2023,072  ,2312 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,2    ,1     ,600,0,,11.98
2023,041  ,326  ,48910  ,TRANSF CORRENTS ESCOLA JAUME BALMES               ,041,326  ,48910 ,15225,0,,0
2023,031  ,933  ,632    ,MILLORA EN EQUIPAMENTS MUNICIPALS                 ,031,933  ,632   ,0,719094.91,,24174.33
2023,021  ,1511 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,34100,0,,6901.65
2023,021  ,1511 ,12006  ,TRIENNIS                                          ,,1    ,1     ,7890,0,,1628.91
2023,021  ,1511 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,18961,0,,3627.57
2023,021  ,1511 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,62909,0,,11826.66
2023,021  ,1511 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,27891,0,,4672.03
2023,021  ,1512 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,85249,0,,15459.72
2023,021  ,1512 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,89956,0,,20051.64
2023,021  ,1512 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,11483,0,,2258.31
2023,021  ,1512 ,12006  ,TRIENNIS                                          ,,1    ,1     ,34050,0,,7424.07
2023,021  ,1512 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,94810,0,,18162.99
2023,021  ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,274272,0,,53542.17
2023,021  ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,43520,0,,9537
2023,021  ,1512 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,177102,0,,25965.41
2023,021  ,1513 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,85249,0,,17748.78
2023,021  ,1513 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,44978,0,,10025.82
2023,021  ,1513 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,34449,0,,7527.69
2023,021  ,1513 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,48666,0,,9845.29
2023,021  ,1513 ,12006  ,TRIENNIS                                          ,,1    ,1     ,26785,0,,5393.3
2023,021  ,1513 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,96712,0,,20401.34
2023,021  ,1513 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,249801,0,,51131.33
2023,021  ,1513 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,43443,0,,0
2023,021  ,1513 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,189205,0,,27367.52
2023,021  ,1514 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,29837,0,,3864.93
2023,051  ,2413 ,48917  ,TRANSF CORRENTS COOPERATIVA AGRÍCOLA              ,051,2413 ,48917 ,40000,16000,,0
2023,051  ,2413 ,48918  ,TRANSF CORRENTS FUNDACIÓ SEIRA                    ,051,2413 ,48918 ,100,0,,0
2023,051  ,2413 ,48919  ,TRANSF CORRENTS FUNDACIO ESPERANZAH               ,051,2413 ,48919 ,65600,26240,,0
2023,051  ,2413 ,48920  ,TRANSF CORRENTS E I ES IM-PERFECT FOOD S.L.       ,051,2413 ,48920 ,95000,38000,,0
2023,051  ,2414 ,16000  ,QUOTES SEGURETAT SOCIAL SOC                       ,051,2414 ,16000 ,18695,225057.81,,43863.31
2023,051  ,2415 ,1430   ,PLANS OCUPACIÓ AMB                                ,051,2415 ,1430  ,18000,211108.7,,55381.22
2023,051  ,2415 ,16000  ,QUOTES SEGURETAT AMB                              ,051,2415 ,16000 ,8157,76453.87,,12760.07
2023,051  ,2416 ,1430   ,PLANS OCUPACIO DIPUTACIÓ                          ,051,2416 ,1430  ,18000,0,,4096.13
2023,051  ,2416 ,16000  ,QUOTES SEGURETAT SOCIAL DIBA                      ,051,2416 ,16000 ,8157,0,,0
2023,051  ,326  ,227993 ,SERV COMPL EDUCACIO A DESENVOLUPAMENT ECONOMIC    ,051,32   ,22    ,3600,0,,0
2023,051  ,419  ,489    ,APORT. CONSELL REGULADOR IGP RAÇA PRAT            ,051,419  ,489   ,6000,2400,,0
2023,051  ,419  ,48901  ,TRANSF CORRENTS ASSOC CRIADORS RAÇA PRAT          ,051,419  ,48901 ,8000,3200,,0
2023,051  ,4311 ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,051,43   ,22    ,19043,0,,0
2023,051  ,4311 ,22699  ,"DESP DIVERSES FIRA AVÍCOLA, MOSTRA                ",051,43   ,22    ,1616,0,,0
2023,051  ,4311 ,22799  ,"CONTR PREST SERVEIS -FIRA AVÍCOLA, MOSTRA CIAL    ",051,43   ,22    ,250000,0,,0
2023,051  ,4311 ,227991 ,CONTR PREST SERVEIS PRODUCTE LOCAL                ,051,43   ,22    ,50000,0,,0
2023,051  ,4311 ,227992 ,PREST SERVEIS ACTIV GASTRONÒMIQUES FIRA           ,051,43   ,22    ,54000,53900.35,,53900.35
2023,051  ,433  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,59971,0,,13367.82
2023,051  ,433  ,12003  ,SOUS DEL GRUP C1                                  ,,4    ,1     ,34449,0,,7527.69
2023,051  ,433  ,12004  ,SOUS DEL GRUP C2                                  ,,4    ,1     ,29200,0,,6265.17
2023,051  ,433  ,12006  ,TRIENNIS                                          ,,4    ,1     ,20803,0,,4283.69
2023,051  ,433  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,53256,0,,11412.03
2023,051  ,433  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,117085,0,,25089.61
2023,051  ,433  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL            ,,4    ,1     ,94680,0,,20631.6
2023,013  ,132  ,22699  ,DESPESES DIVERSES - POLICIA LOCAL                 ,013,13   ,22    ,18000,0,,601
