#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,m,Obligaciones reconegudes
2023,072  ,2316 ,227994 ,PRESTACIÓN SERVICIOS SIAD SAI,072,23   ,22    ,160042,0,,0
2023,072  ,2316 ,227995 ,PRESTACIÓN SERVICIOS ACTIVIDADES EDUCATIVAS,072,23   ,22    ,30000,0,,0
2023,072  ,2316 ,227996 ,PRESTACIÓN SERVICIOS DINAMIZACIÓN COMUNITARIA,072,23   ,22    ,25000,0,,363
2023,072  ,2316 ,48901  ,TRANSF CORRIENTES IGUALDAD Y DERECHOS SOCIALES,072,2316 ,48901 ,7000,2000,,0
2023,072  ,2316 ,48915  ,TRANSF ASOCIACIÓN ATÓMICA,072,2316 ,48915 ,3500,0,,0
2023,072  ,2317 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,60110,0,,13295.9
2023,072  ,2317 ,12006  ,TRIENIOS,,2    ,1     ,14821,0,,3283.17
2023,072  ,2317 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,26857,0,,5707.85
2023,072  ,2317 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,54645,0,,11611
2023,072  ,2317 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,37196,0,,8123.28
2023,072  ,2317 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,58287,0,,10052.34
2023,072  ,326  ,48901  ,TRANSF CORRIENTES BECAS COMEDOR ESCOLAR,072,32   ,48    ,170000,75482.6,,0
2023,072  ,326  ,48902  ,TRANSF CORRIENTES GUARDERÍAS,072,32   ,48    ,120000,0,,0
2023,072  ,326  ,48903  ,TRANSF ACTIVIDADES OCIO SOCIOEDUCATIVO,072,32   ,48    ,135000,0,,0
2023,072  ,327  ,48901  ,TRANSF CORRIENTES PROGRAMAS COOPERACIÓN,072,327  ,48901 ,30000,21998.96,,0
2023,072  ,327  ,48902  ,TRANSF CORRIENTES EDUCACIÓN PARA EL DESARROLLO,072,327  ,48902 ,10000,2755.2,,0
2023,072  ,327  ,48909  ,TRANSF CORRIENTES AYUDA HUMANITARIA,072,327  ,48909 ,10000,0,,0
2023,072  ,327  ,48910  ,TRANSF CORRIENTE UNIVERSIDAD BARCELONA-FUNDACIÓN,072,327  ,48910 ,6000,2400,,2400
2023,072  ,338  ,48907  ,TRANSF CORRIENTES EH! COOP SCCL,072,338  ,48907 ,100000,40000,,0
2023,072  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,64653,0,,13854.12
2023,052  ,430  ,22799  ,CONTR PREST SERVICIOS DINAMIZACIÓN COMERCIAL,052,43   ,22    ,55000,622.81,,3363.25
2023,061  ,3400 ,22699  ,GASTOS DIVERSOS DIRECCIÓN DE ÁREA,061,34   ,22    ,500,0,,0
2023,032  ,419  ,22799  ,PRESTACIÓN SERVICIOS AGRICULTURA,032,41   ,22    ,50900,0,,0
2023,072  ,2314 ,227992 ,CONTR PREST SERVICIOS COLECTIVO NECESIDADES ESPECI.,072,23   ,22    ,48000,275,,3136.28
2023,051  ,241  ,212    ,CONSERVACIÓN-REPARACIÓN EDIFICIO CPE,051,24   ,21    ,45527,41.69,,41.69
2023,051  ,2412 ,226022 ,PUBLICIDAD Y DIFUSIÓN OCUPACIÓN,051,2412 ,226022,2000,0,,0
2023,061  ,342  ,212    ,MANTENIMIENTO OTRAS INSTALACIONES DEPORTIVAS,061,34   ,21    ,62000,0.87,,0.87
2023,041  ,3231 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,49900,0,,10267.22
2023,031  ,165  ,619    ,MEJORAS ALUMBRADO PÚBLICO,031,165  ,619   ,0,10788.82,,0
2023,013  ,1320 ,121031 ,OTROS COMPLEMENTOS,,1    ,1     ,280171,0,,96447.75
2023,013  ,1320 ,124    ,RETRIBUCIONES FUNC PRÁCTICAS,,1    ,1     ,457458,0,,150537.89
2023,013  ,1320 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,258239,0,,44855.83
2023,013  ,1320 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,6017,0,,586.32
2023,013  ,1320 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,1    ,1     ,21838,0,,6272.34
2023,013  ,1320 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,1    ,1     ,21269,0,,19682.28
2023,013  ,1320 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1    ,1     ,149516,0,,30652.7
2023,013  ,1320 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,1647930,0,,274268.11
2023,014  ,133  ,4643   ,TRANSF CONVENIO AMB-APP ZONA AZUL,014,133  ,4643  ,14820,0,,0
2023,014  ,134  ,4642   ,TRANSF BICICLETA PÚBLICA AMB ,014,134  ,4642  ,184923,0,,0
2023,014  ,440  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,14993,0,,3341.94
2023,014  ,440  ,12006  ,TRIENIOS,,4    ,1     ,3744,0,,771.57
2023,014  ,440  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,7152,0,,1532.37
2023,014  ,440  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,22033,0,,4721.31
2023,014  ,440  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4    ,1     ,12385,0,,2058.14
2023,014  ,4411 ,22702  ,GASTOS MOVILIDAD PLAYA,014,44   ,22    ,47760,0,,0
2023,014  ,4411 ,464    ,TRANSF TRANSPORTE URBANO,014,4411 ,464   ,409000,0,,0
2023,014  ,4411 ,4641   ,TRANSFERENCIAS CORRIENTES CON - TARJETA ROSA,014,4411 ,4641  ,50000,0,,0
2023,014  ,4411 ,46601  ,CUOTA MIEMBRO ASOC RED DE CIUDADES POR LA BICI,014,4411 ,46601 ,1200,0,,0
2023,014  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,64653,0,,13854.12
2023,014  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,17560,0,,2971.54
2023,014  ,9201 ,226012 ,ATENCIONES HERMANAMIENTOS,014,92   ,22    ,14400,0,,2000
2023,014  ,9201 ,22699  ,GASTOS DIVERSOS,014,92   ,22    ,10000,0,,0
2023,014  ,9201 ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,014,92   ,22    ,60000,0,,0
2023,014  ,9201 ,22799  ,CONTRATOS PRESTACIÓN DE SERVICIOS,014,92   ,22    ,10000,0,,0
2023,051  ,241  ,22101  ,CONSUMO AGUA CPE,051,24   ,22    ,3800,0,,0
2023,051  ,241  ,22700  ,LIMPIEZA CPE,051,24   ,22    ,154888,0,,12468.64
2023,051  ,2411 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,2    ,1     ,74878,0,,16045.17
2023,051  ,2411 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,14993,0,,3341.94
2023,051  ,2411 ,12003  ,SUELDOS DEL GRUPO C1,,2    ,1     ,11483,0,,2509.23
2023,051  ,2411 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,29200,0,,6265.17
2023,051  ,2411 ,12005  ,SUELDOS DEL GRUPO E,,2    ,1     ,8920,0,,1911.42
2023,051  ,2411 ,12006  ,TRIENIOS,,2    ,1     ,11996,0,,2564.5
2023,051  ,2411 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,27573,0,,6064.86
2023,051  ,2411 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,65823,0,,14270.87
2023,051  ,2411 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,149157,0,,32309.79
2023,051  ,2411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,116569,0,,17069.36
2023,051  ,2412 ,12001  ,SUELDOS DEL GRUPO A2,051,2412 ,12001 ,254876,41557,,62686.26
2023,051  ,2412 ,12006  ,TRIENIOS,051,2412 ,12006 ,43432,404.3,,9682.68
2023,051  ,2412 ,12100  ,COMPLEMENTO DE DESTINO,051,2412 ,12100 ,105140,13262,,24694.51
2023,051  ,2412 ,12101  ,COMPLEMENTO ESPECÍFICO,051,2412 ,12101 ,211305,20013.53,,48753.82
2023,051  ,2412 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,051,2412 ,13000 ,163659,0,,35677.86
2023,051  ,2412 ,16000  ,CUOTAS SEGURIDAD SOCIAL,051,2412 ,16000 ,251036,22319.61,,34590.84
2023,051  ,2412 ,206    ,ALQUILER EQUIPOS PROCESO INFORMACIÓN,051,2412 ,206   ,18000,7400,,0
2023,051  ,2412 ,22199  ,SUMINISTROS DIVERSOS-FORMACIÓN Y OCUPACIÓN,051,2412 ,22199 ,28000,35000,,0
2023,051  ,2412 ,221991 ,SUMINISTROS DIVERSOS OCUPACIÓN,051,2412 ,221991,20000,1500,,0
2023,051  ,2412 ,224    ,SEGUROS,051,24   ,22    ,4500,441.01,,1620.38
2023,051  ,2412 ,226021 ,PUBLICIDAD Y DIFUSIÓN FORMACIÓN,051,2412 ,226021,1000,2000,,0
2023,051  ,2412 ,22699  ,GASTOS VARIOS-FORMACIÓN Y OCUPACIÓN,051,24   ,22    ,2000,0,,297.55
2023,072  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,17560,0,,2971.54
2023,072  ,924  ,22100  ,ELECTRICIDAD HUERTOS MUNICIPALES,072,92   ,22    ,9769,242.94,,0
2023,072  ,924  ,22101  ,CONSUMO AGUA HUERTOS CIUDADANOS,072,92   ,22    ,23080,0,,0
2023,072  ,924  ,22699  ,GASTOS DIVERSOS ACCIÓN COMUNITARIA,072,92   ,22    ,10000,0,,239
2023,072  ,924  ,22799  ,CONTR PREST SERVICIOS CIVISMO Y CONVIVENCIA,072,92   ,22    ,267100,726,,30449.24
2023,072  ,924  ,227992 ,CONTR PREST SERVICIOS SOPORTE TEJIDO ASOCIATIVO,072,92   ,22    ,102661,0,,0
2023,072  ,924  ,227993 ,CONTR PREST SERVICIOS INMIGRACIÓN,072,92   ,22    ,45000,3557.64,,3837.04
2023,072  ,924  ,227994 ,MUESTRA DE ENTIDADES,072,92   ,22    ,36000,0,,0
2023,072  ,924  ,227997 ,GESTIÓN HUERTOS MUNICIPALES,072,92   ,22    ,110000,0,,0
2023,072  ,924  ,48901  ,TRANSF CORRIENTES PROMOCIÓN CÍVICA,072,924  ,48901 ,18000,8591.6,,0
2023,072  ,924  ,48903  ,TRANSF COR CENTRO INF TRABAJADORES ESTRANJEROS (CIT,072,924  ,48903 ,8000,2000,,2000
2023,051  ,2414 ,1430   ,PLANES OCUPACIÓN SOC,051,2414 ,1430  ,56021,770556.84,,224957.71
2023,072  ,2311 ,227998 ,CONTR SERVICIOS ATENCIÓN A LAS PERSONAS SIN HOGAR,072,2311 ,227998,310000,0,,0
2023,043  ,3302 ,12006  ,TRIENIOS,,3    ,1     ,0,0,,121.32
2023,012  ,920  ,622    ,INVERSIÓN EDIFICIOS Y OTROS,012,920  ,622   ,50000,413509.8,,19456.22
2023,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                               ,012,161  ,740   ,50000,120000,,83092.94
2023,021  ,1532 ,619    ,INV MEJORA INFRAESTRUCTURAS BIENES USO GRAL (ESPACIO PÚBLICO),021,1532 ,619   ,0,7702372.12,,1356553.69
2023,021  ,15321,619    ,MEJORA DEL ESPACIO PÚBLICO,021,15321,619   ,0,715187.13,,19769.92
2023,012  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9734,0,,2088.39
2023,014  ,92011,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,60122,0,,12883.14
2023,014  ,92011,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,17050,0,,3864.93
2023,014  ,92011,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14993,0,,3306.01
2023,014  ,92011,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9734,0,,2088.39
2023,014  ,92011,12006  ,TRIENIOS,,9    ,1     ,14187,0,,3166.65
2023,014  ,92011,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,23922,0,,5104.11
2023,014  ,92011,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,61362,0,,13089.18
2023,014  ,92011,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,52414,0,,8960.02
2023,021  ,133  ,742    ,TRANSF CAPITAL PRAT ESPAIS-DEPÓSITO VEHÍCULOS,021,133  ,742   ,25000,0,,0
2023,021  ,150  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1    ,1     ,175890,0,,37855.2
2023,021  ,150  ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,68199,0,,11594.79
2023,021  ,150  ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,32152,0,,5018.47
2023,021  ,150  ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,60832,0,,12231.99
2023,021  ,150  ,12006  ,TRIENIOS,,1    ,1     ,31876,0,,6610.48
2023,021  ,150  ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,78333,0,,13938.09
2023,021  ,150  ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,206202,0,,38129.94
2023,021  ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,158739,0,,22563.98
2023,021  ,150  ,22699  ,GASTOS DIVERSOS,021,15   ,22    ,1000,0,,120
2023,021  ,150  ,46601  ,CUOTA MIEMBRO ASOC MUNICIPIOS Y ENTIDADES PARA EL AGUA,021,150  ,46601 ,2000,0,,1950.9
2023,021  ,150  ,49001  ,CUOTA MIEMBRO AIRPORT REGIONES COUNCIL (ARC),021,150  ,49001 ,9000,0,,8859.91
2023,021  ,150  ,619    ,INVERSIÓN EN PACIFICACIÓN VÍA PÚBLICA,021,150  ,619   ,100000,0,,3753.27
2023,021  ,150  ,639    ,INV DE MEJORA EN INSTALACIONES,021,150  ,639   ,100000,218162.67,,28885.33
2023,021  ,150  ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",021,150  ,640   ,150000,128465.59,,31040.25
2023,021  ,150  ,6401   ,ACUERDO MARCO REDACCIÓN DE PROYECTOS,021,150  ,6401  ,70000,0,,0
2023,021  ,151  ,464    ,APORTACIÓN CONVENIO DISCIPLINA URBANÍSTICA AMB,021,151  ,464   ,11103,0,,0
2023,051  ,2412 ,22799  ,CONTR PREST SERVICIOS-FORMACIÓN Y OCUPACIÓN,051,2412 ,22799 ,123500,166725,,3751.2
2023,051  ,2412 ,227991 ,CONTR PREST SERVICIOS OCUPACIÓN,051,2412 ,227991,60000,90399,,6628.2
2023,051  ,2412 ,227992 ,CONTR PREST SERVICIOS PROYECTOS DE INSERCIÓN LABORAL,051,24   ,22    ,180000,0,,0
2023,051  ,2412 ,227994 ,CONT PREST SERVEIS CLUB DE TRABAJO,051,2412 ,227994,103000,0,,8583.33
2023,051  ,2412 ,48911  ,BECAS ALUMNOS PROGRAMAS,051,2412 ,48911 ,100,0,,0
2023,051  ,2413 ,1430   ,PLANES DE OCUPACIÓN,051,2413 ,1430  ,222453,0,,36660.3
2023,051  ,2413 ,1431   ,RETRIBUCIONES OTRO PERSONAL,051,2413 ,1431  ,251652,81886.49,,79113.92
2023,051  ,2413 ,16000  ,CUOTAS SEGURIDAD SOCIAL,051,2413 ,16000 ,190177,26679.11,,28771.18
2023,051  ,2413 ,227993 ,CONTR PREST SERVICIOS ECONOMÍA SOCIAL,051,2413 ,227993,60240,12789.7,,19142.2
2023,051  ,2413 ,48901  ,TR CORRIENTES EMPRESA INSERCIÓ SAOPRAT SL,051,2413 ,48901 ,125000,50000,,0
2023,051  ,2413 ,48902  ,TRANSF CORRIENTES FUNDACIÓ CASSIA JUST,051,2413 ,48902 ,62000,24800,,0
2023,051  ,2413 ,48903  ,TRANSF CORRIENTES CPS FRANCESC PALAU,051,2413 ,48903 ,63000,25200,,0
2023,051  ,2413 ,48904  ,TRANSF CORRIENTES GATS (LABESOC),051,2413 ,48904 ,77000,30800,,0
2023,051  ,2413 ,48905  ,TR CORR FUNDACIÓ CATALANA DE L'ESPLAI,051,2413 ,48905 ,70000,28000,,0
2023,051  ,2413 ,48906  ,"TRANSF CORRIENTES, AYUDAS A LA CONTRATACIÓN",051,2413 ,48906 ,225000,124141.1,,0
2023,051  ,2413 ,48912  ,TRANSF CORRIENTES ECONOMÍA SOCIAL Y COOPERATIVA,051,2413 ,48912 ,102000,38095.04,,2430.01
2023,051  ,2413 ,48914  ,"TRANSF CORRIENTES ""FUNDACIÓ ESPERANZAH"" -LOCAL-",051,2413 ,48914 ,43560,17424,,17424
2023,051  ,2413 ,48915  ,TRANSF CORRIENTES COOPERATIVA OBRERA DE VIVIENDAS,051,2413 ,48915 ,11000,4400,,0
2023,041  ,326  ,48912  ,"TRANSF CORRIENTES ""LLAR D'INFANTS DUMBO""",041,326  ,48912 ,4028,0,,0
2023,032  ,2311 ,4894   ,LINEA AYUDAS REHABILITACIÓN ENERGÉTICA FAMILIAS VULN,032,2311 ,4894  ,1,0,,0
2023,041  ,326  ,227993 ,PREST SERV CIUDAD DE LA INFANCIA,041,32   ,22    ,18000,0,,3064.5
2023,041  ,326  ,227995 ,PLAN EDUCATIVO DEL ENTORNO,041,32   ,22    ,130969,18000,,29864.7
2023,041  ,326  ,227997 ,SOPORTE FP Y ESTUDIOS POST-OBLIGATORIOS,041,32   ,22    ,40151,0,,9969.06
2023,041  ,326  ,227999 ,PROYECTO DE IMPULSO DEL INGLÉS ,041,32   ,22    ,313450,0,,0
2023,052  ,430  ,22602  ,PUBLICIDAD Y DIFUSIÓN,052,43   ,22    ,0,3110.22,,3842.04
2023,013  ,132  ,224    ,POLICÍA LOCAL-SEGUROS,013,13   ,22    ,9600,0,,0
2023,021  ,1532 ,6191   ,INV REPOSICIÓN PROYECTOS PARTICIPATIVOS INFRAEST Y BIENES URB,021,1532 ,6191  ,0,799893.8,,171064.58
2023,021  ,333  ,622    ,INVERSIÓN NUEVA EN EQUIPAMIENTOS Y SERVICIOS,021,333  ,622   ,0,245004.84,,0
2023,031  ,165  ,609    ,PLAN DIRECTOR ALUMBRADO PÚBLICO,031,165  ,609   ,0,1175901.62,,159254.82
2023,031  ,1500 ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",031,1500 ,640   ,0,70768.74,,0
2023,031  ,323  ,619    ,INVERSIÓN DE MEJOR EN CENTROS EDUCATIVOS,031,323  ,619   ,0,37642.4,,2406.69
2023,072  ,2312 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,2    ,1     ,600,0,,11.98
2023,041  ,326  ,48910  ,"TRANSF CORRIENTES ""ESCOLA JAUME BALMES""",041,326  ,48910 ,15225,0,,0
2023,031  ,933  ,632    ,MEJORA EN EQUIPAMIENTOS MUNICIPALES,031,933  ,632   ,0,719094.91,,24174.33
2023,021  ,1511 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,34100,0,,6901.65
2023,021  ,1511 ,12006  ,TRIENIOS,,1    ,1     ,7890,0,,1628.91
2023,021  ,1511 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,18961,0,,3627.57
2023,021  ,1511 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,62909,0,,11826.66
2023,021  ,1511 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,27891,0,,4672.03
2023,021  ,1512 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,85249,0,,15459.72
2023,021  ,1512 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,89956,0,,20051.64
2023,021  ,1512 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,11483,0,,2258.31
2023,021  ,1512 ,12006  ,TRIENIOS,,1    ,1     ,34050,0,,7424.07
2023,021  ,1512 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,94810,0,,18162.99
2023,021  ,1512 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,274272,0,,53542.17
2023,021  ,1512 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,43520,0,,9537
2023,021  ,1512 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,177102,0,,25965.41
2023,021  ,1513 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,85249,0,,17748.78
2023,021  ,1513 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,44978,0,,10025.82
2023,021  ,1513 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,34449,0,,7527.69
2023,021  ,1513 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,48666,0,,9845.29
2023,021  ,1513 ,12006  ,TRIENIOS,,1    ,1     ,26785,0,,5393.3
2023,021  ,1513 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,96712,0,,20401.34
2023,021  ,1513 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,249801,0,,51131.33
2023,021  ,1513 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,43443,0,,0
2023,021  ,1513 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,189205,0,,27367.52
2023,021  ,1514 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,29837,0,,3864.93
2023,051  ,2413 ,48917  ,TRANSF CORRIENTES COOPERATIVA AGRÍCOLA,051,2413 ,48917 ,40000,16000,,0
2023,051  ,2413 ,48918  ,TRANSF CORRIENTES FUNDACIÓN SEIRA,051,2413 ,48918 ,100,0,,0
2023,051  ,2413 ,48919  ,TRANSF CORRIENTES FUNDACIÓN ESPERANZAH,051,2413 ,48919 ,65600,26240,,0
2023,051  ,2413 ,48920  ,TRANSF CORRIENTES E Y ES IM-PERFECT FOOD S.L.,051,2413 ,48920 ,95000,38000,,0
2023,051  ,2414 ,16000  ,CUOTAS SEGURIDAD SOCIAL SOC,051,2414 ,16000 ,18695,225057.81,,43863.31
2023,051  ,2415 ,1430   ,PLANES OCUPACIÓN AMB,051,2415 ,1430  ,18000,211108.7,,55381.22
2023,051  ,2415 ,16000  ,CUOTAS SEGURIDAD AMB,051,2415 ,16000 ,8157,76453.87,,12760.07
2023,051  ,2416 ,1430   ,PLANES OCUPACIÓN DIPUTACIÓN,051,2416 ,1430  ,18000,0,,4096.13
2023,051  ,2416 ,16000  ,CUOTAS SEGURIDAD SOCIAL DIBA,051,2416 ,16000 ,8157,0,,0
2023,051  ,326  ,227993 ,SERV COMPL EDUCACIÓN A DESENVOLUPAMIENTO ECONÓMICO,051,32   ,22    ,3600,0,,0
2023,051  ,419  ,489    ,APORT. CONSEJO REGULADOR IGP RAZA PRAT,051,419  ,489   ,6000,2400,,0
2023,051  ,419  ,48901  ,TRANSF CORRIENTES ASOC CRIADORES RAZA PRAT,051,419  ,48901 ,8000,3200,,0
2023,051  ,4311 ,22199  ,SUMINISTROS DIVERSOS,051,43   ,22    ,19043,0,,0
2023,051  ,4311 ,22699  ,"GASTOS DIVERSOS FERIA AVÍCOLA, MUESTRA",051,43   ,22    ,1616,0,,0
2023,051  ,4311 ,22799  ,"CONTR PREST SERVICIOS-FERIA AVÍCOLA, MOSTRA CIAL.",051,43   ,22    ,250000,0,,0
2023,051  ,4311 ,227991 ,CONTR PREST SERVICIOS PRODUCTO LOCAL,051,43   ,22    ,50000,0,,0
2023,051  ,4311 ,227992 ,PREST SERVICIOS ACTIV GASTRONÓMICAS FERIA,051,43   ,22    ,54000,53900.35,,53900.35
2023,051  ,433  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,59971,0,,13367.82
2023,051  ,433  ,12003  ,SUELDOS DEL GRUPO C1,,4    ,1     ,34449,0,,7527.69
2023,051  ,433  ,12004  ,SUELDOS DEL GRUPO C2,,4    ,1     ,29200,0,,6265.17
2023,051  ,433  ,12006  ,TRIENIOS,,4    ,1     ,20803,0,,4283.69
2023,051  ,433  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,53256,0,,11412.03
2023,051  ,433  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,117085,0,,25089.61
2023,051  ,433  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,,4    ,1     ,94680,0,,20631.6
2023,013  ,132  ,22699  ,GASTOS DIVERSOS-POLICÍA LOCAL,013,13   ,22    ,18000,0,,601
2023,011  ,912  ,23100  ,ÓRGANOS DE GOBIERNO-LOCOMOCIÓN,011,91   ,23    ,5000,0,,2723.15
2023,032  ,1722 ,227991 ,CONTR PREST CONTROL ENERGÉTICO,032,17   ,22    ,50000,7149.45,,9631.57
2023,042  ,338  ,226991 ,"CALENDARIO FESTIVO, GASTOS DIVERSOS",042,33   ,22    ,115500,0,,16338.01
2023,031  ,160  ,22700  ,"ALCANTARILLADO, CONT PREST SERVICIOS",031,16   ,22    ,722896,2275.59,,2275.59
2023,031  ,920  ,212    ,EDIFICIOS-INSTL MPALS CONSERV-REPARACIÓN,031,92   ,21    ,742890,4023.68,,42791.94
2023,062  ,311  ,22602  ,PUBLICIDAD Y DIFUSIÓN,062,31   ,22    ,6000,0,,0
2023,061  ,3412 ,227994 ,PROGRAMA VELA ESCOLAR,061,34   ,22    ,0,7128,,7128
2023,041  ,3231 ,12005  ,SUELDOS DEL GRUPO E,,3    ,1     ,17840,0,,3504.27
2023,031  ,134  ,619    ,MEJORA INFRAESTRUCTURAS Y BIENES USO GRAL (MOVILIDAD),031,134  ,619   ,0,85000,,0
2023,021  ,933  ,7641   ,CAL TUDELA APORTA ADICIONAL PROYECTO PSG,021,933  ,764   ,0,0,,0
2023,014  ,920  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,014,92   ,22    ,0,178,,13397.25
2023,021  ,1514 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,44978,0,,10025.83
2023,021  ,1514 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,13779,0,,2509.23
2023,021  ,1514 ,12006  ,TRIENIOS,,1    ,1     ,23741,0,,5053.1
2023,021  ,1514 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,43982,0,,7848.12
2023,021  ,1514 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,129893,0,,23554.71
2023,021  ,1514 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,32947,0,,7128.54
2023,021  ,1514 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,84124,0,,12694.28
2023,021  ,152  ,742    ,TRANSF CAPITAL PRAT ESPAIS-VIVIENDA,021,152  ,742   ,10000,0,,0
2023,021  ,1521 ,209    ,CÁNONES CONVENIOS VIVIENDA,021,1521 ,209   ,90000,0,,0
2023,021  ,1521 ,227991 ,PRESTACIÓN DE SERVICIOS OFICINA DE VIVIENDA,021,15   ,22    ,466320,0,,0
2023,021  ,1521 ,449    ,TRANSF CORR GESTIÓN ALQUILER VIVIENDA SOCIAL,021,1521 ,449   ,430000,392533.63,,678.45
